,UF,REGIAO,SEXO,IDADE,COR,ALFABETIZADO,ESCOLA_CRECHE,CURSO,APOSENTADO,APOSENTADORIA,VALOR_APOSENTADORIA,PEA,SAL_MIN,HORAS_TRABALHO,REND_MEN_TOT,SIT_CENSITARIA,ANOS_ESTUDO
35225,15,Norte,2.0,70.0,8.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
35226,15,Norte,4.0,70.0,8.0,1.0,4.0,,2.0,1.0,232.0,2.0,0,,232.0,1.0,5.0
35236,15,Norte,4.0,73.0,2.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
35285,15,Norte,4.0,81.0,8.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
35286,15,Norte,2.0,83.0,8.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
35293,15,Norte,4.0,62.0,8.0,3.0,4.0,,2.0,1.0,180.0,1.0,0,1.0,180.0,1.0,1.0
35294,15,Norte,2.0,65.0,8.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
35303,15,Norte,2.0,73.0,8.0,1.0,4.0,,2.0,1.0,180.0,1.0,0,2.0,180.0,1.0,4.0
35305,15,Norte,4.0,67.0,2.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,3.0
35308,15,Norte,2.0,68.0,8.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
35319,15,Norte,2.0,84.0,8.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
35326,15,Norte,4.0,58.0,8.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
35333,15,Norte,4.0,62.0,8.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,360.0,1.0,1.0
35342,15,Norte,4.0,56.0,8.0,3.0,4.0,,2.0,1.0,180.0,1.0,0,1.0,180.0,1.0,1.0
35343,15,Norte,2.0,63.0,2.0,1.0,4.0,,2.0,1.0,180.0,1.0,0,3.0,180.0,1.0,5.0
35344,15,Norte,2.0,79.0,8.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
35345,15,Norte,4.0,79.0,8.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,6.0
35351,15,Norte,2.0,81.0,8.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
35383,15,Norte,2.0,64.0,2.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
35394,15,Norte,4.0,69.0,2.0,3.0,4.0,,2.0,1.0,180.0,1.0,0,1.0,180.0,1.0,1.0
35424,15,Norte,2.0,73.0,8.0,3.0,4.0,,2.0,1.0,285.0,2.0,0,,435.0,1.0,1.0
35427,15,Norte,4.0,70.0,8.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,480.0,1.0,1.0
35449,15,Norte,4.0,58.0,2.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
35450,15,Norte,2.0,72.0,8.0,3.0,4.0,,2.0,1.0,180.0,1.0,0,1.0,580.0,1.0,1.0
35479,15,Norte,2.0,70.0,2.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
35513,15,Norte,4.0,70.0,8.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
35518,15,Norte,4.0,64.0,8.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,3.0
35551,15,Norte,4.0,77.0,8.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,360.0,1.0,5.0
35583,15,Norte,4.0,63.0,8.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,303.0,1.0,1.0
35616,15,Norte,4.0,64.0,2.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,2.0
35639,15,Norte,4.0,76.0,8.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,360.0,1.0,4.0
35645,15,Norte,4.0,60.0,8.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,195.0,1.0,11.0
35646,15,Norte,4.0,68.0,8.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,360.0,1.0,1.0
35696,15,Norte,4.0,75.0,8.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
35793,15,Norte,4.0,83.0,8.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
35842,15,Norte,4.0,63.0,2.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
35847,15,Norte,4.0,68.0,2.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
35848,15,Norte,2.0,68.0,8.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
35866,15,Norte,4.0,64.0,4.0,3.0,4.0,,2.0,1.0,268.0,2.0,0,,368.0,1.0,1.0
35914,15,Norte,2.0,67.0,8.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
35917,15,Norte,4.0,73.0,8.0,1.0,4.0,,2.0,1.0,180.0,1.0,0,1.0,280.0,1.0,1.0
35928,15,Norte,2.0,76.0,8.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
35972,15,Norte,4.0,90.0,2.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
36008,15,Norte,2.0,46.0,8.0,1.0,4.0,,2.0,1.0,944.0,1.0,0,3.0,1744.0,1.0,11.0
36015,15,Norte,4.0,90.0,8.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
36016,15,Norte,4.0,66.0,2.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,12.0
36020,15,Norte,4.0,68.0,8.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,3.0
36021,15,Norte,2.0,74.0,8.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
36048,15,Norte,4.0,62.0,8.0,1.0,4.0,,2.0,1.0,180.0,1.0,0,2.0,405.0,1.0,3.0
36061,15,Norte,4.0,73.0,8.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
36064,15,Norte,4.0,77.0,8.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,2.0
36078,15,Norte,2.0,67.0,8.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
36194,15,Norte,2.0,72.0,2.0,1.0,4.0,,2.0,1.0,180.0,1.0,0,1.0,480.0,1.0,6.0
36217,15,Norte,4.0,59.0,8.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,260.0,1.0,1.0
36227,15,Norte,2.0,69.0,8.0,1.0,4.0,,2.0,1.0,238.0,2.0,0,,238.0,1.0,4.0
36253,15,Norte,2.0,82.0,8.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,360.0,1.0,4.0
36254,15,Norte,2.0,80.0,2.0,3.0,4.0,,2.0,1.0,732.0,2.0,0,,732.0,1.0,1.0
36293,15,Norte,4.0,55.0,8.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
36295,15,Norte,2.0,76.0,8.0,3.0,4.0,,2.0,1.0,400.0,2.0,0,,400.0,1.0,1.0
36317,15,Norte,4.0,63.0,8.0,1.0,4.0,,2.0,1.0,1400.0,2.0,0,,1400.0,1.0,16.0
36327,15,Norte,4.0,76.0,8.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,2.0
36355,15,Norte,4.0,52.0,8.0,1.0,4.0,,2.0,1.0,1080.0,2.0,0,,1580.0,1.0,12.0
36374,15,Norte,2.0,92.0,4.0,1.0,4.0,,2.0,1.0,181.0,2.0,0,,181.0,1.0,5.0
36421,15,Norte,2.0,66.0,2.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
36424,15,Norte,4.0,60.0,2.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,5.0
36440,15,Norte,4.0,67.0,2.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,12.0
36450,15,Norte,2.0,43.0,4.0,1.0,4.0,,2.0,1.0,1500.0,2.0,0,,1500.0,1.0,12.0
36460,15,Norte,2.0,56.0,8.0,1.0,4.0,,2.0,1.0,1600.0,2.0,0,,2270.0,1.0,8.0
36665,15,Norte,2.0,78.0,8.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
36666,15,Norte,2.0,76.0,8.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
36667,15,Norte,4.0,66.0,8.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
36674,15,Norte,2.0,72.0,8.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
36694,15,Norte,2.0,24.0,8.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,5.0
36698,15,Norte,4.0,67.0,8.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
36704,15,Norte,4.0,73.0,8.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
36765,15,Norte,4.0,69.0,2.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
36766,15,Norte,2.0,73.0,2.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,5.0
36771,15,Norte,2.0,64.0,8.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
36772,15,Norte,4.0,60.0,8.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,3.0
36807,15,Norte,2.0,61.0,8.0,1.0,4.0,,2.0,1.0,225.0,2.0,0,,225.0,1.0,2.0
37023,15,Norte,4.0,69.0,8.0,1.0,4.0,,2.0,1.0,180.0,1.0,0,1.0,230.0,1.0,6.0
37029,15,Norte,4.0,42.0,2.0,1.0,4.0,,2.0,1.0,5696.0,2.0,0,,5696.0,1.0,12.0
37031,15,Norte,4.0,68.0,8.0,1.0,4.0,,2.0,1.0,180.0,1.0,0,4.0,480.0,1.0,5.0
37033,15,Norte,2.0,78.0,8.0,3.0,4.0,,2.0,1.0,180.0,1.0,0,4.0,780.0,1.0,3.0
37061,15,Norte,4.0,71.0,2.0,1.0,4.0,,2.0,1.0,180.0,1.0,0,2.0,180.0,1.0,4.0
37102,15,Norte,2.0,72.0,8.0,1.0,4.0,,2.0,1.0,180.0,1.0,0,5.0,280.0,1.0,1.0
37127,15,Norte,4.0,74.0,8.0,1.0,4.0,,2.0,1.0,180.0,1.0,0,2.0,180.0,1.0,1.0
37128,15,Norte,2.0,70.0,8.0,1.0,4.0,,2.0,1.0,180.0,1.0,0,2.0,300.0,1.0,1.0
37154,15,Norte,2.0,74.0,8.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,15.0
37156,15,Norte,4.0,83.0,8.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
37165,15,Norte,4.0,65.0,8.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,6.0
37168,15,Norte,2.0,67.0,8.0,1.0,4.0,,2.0,1.0,180.0,1.0,0,5.0,360.0,1.0,3.0
37178,15,Norte,4.0,59.0,8.0,1.0,4.0,,2.0,1.0,180.0,1.0,0,2.0,240.0,1.0,4.0
37179,15,Norte,2.0,63.0,8.0,1.0,4.0,,2.0,1.0,180.0,1.0,0,5.0,580.0,1.0,6.0
37192,15,Norte,4.0,80.0,8.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,4.0
37198,15,Norte,2.0,77.0,2.0,1.0,4.0,,2.0,1.0,845.0,2.0,0,,1525.0,1.0,6.0
37241,15,Norte,2.0,74.0,8.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
37246,15,Norte,4.0,66.0,8.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,360.0,1.0,3.0
37268,15,Norte,4.0,71.0,8.0,1.0,4.0,,2.0,1.0,180.0,1.0,0,2.0,260.0,1.0,1.0
37278,15,Norte,2.0,61.0,8.0,3.0,4.0,,2.0,1.0,180.0,1.0,0,5.0,380.0,1.0,1.0
37279,15,Norte,4.0,67.0,8.0,3.0,4.0,,2.0,1.0,180.0,1.0,0,2.0,360.0,1.0,1.0
37299,15,Norte,4.0,63.0,8.0,1.0,4.0,,2.0,1.0,180.0,1.0,0,1.0,240.0,1.0,4.0
37345,15,Norte,2.0,69.0,8.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,2.0
37347,15,Norte,4.0,64.0,2.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,280.0,1.0,2.0
37357,15,Norte,2.0,80.0,4.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,300.0,1.0,4.0
37402,15,Norte,4.0,65.0,8.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
37403,15,Norte,2.0,62.0,8.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,2.0
37419,15,Norte,2.0,86.0,4.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,3.0
37420,15,Norte,4.0,81.0,4.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
37450,15,Norte,2.0,83.0,8.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,380.0,1.0,6.0
37716,15,Norte,2.0,60.0,8.0,1.0,4.0,,2.0,1.0,1034.0,2.0,0,,1034.0,1.0,5.0
37734,15,Norte,2.0,46.0,2.0,1.0,4.0,,2.0,1.0,1372.0,2.0,0,,1372.0,1.0,4.0
37781,15,Norte,4.0,65.0,2.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,4.0
37801,15,Norte,4.0,80.0,2.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,4.0
37855,15,Norte,4.0,71.0,8.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,360.0,1.0,1.0
37908,15,Norte,2.0,26.0,8.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
37932,15,Norte,4.0,12.0,2.0,3.0,2.0,1.0,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
37951,15,Norte,2.0,70.0,2.0,3.0,4.0,,2.0,1.0,260.0,1.0,0,2.0,260.0,1.0,1.0
37957,15,Norte,4.0,62.0,2.0,1.0,4.0,,2.0,1.0,760.0,1.0,0,1.0,760.0,1.0,16.0
37959,15,Norte,4.0,47.0,8.0,1.0,4.0,,2.0,1.0,227.0,2.0,0,,227.0,1.0,17.0
37967,15,Norte,4.0,72.0,2.0,3.0,4.0,,2.0,1.0,181.0,2.0,0,,181.0,1.0,1.0
37980,15,Norte,2.0,65.0,8.0,1.0,4.0,,2.0,1.0,181.0,2.0,0,,181.0,1.0,6.0
37981,15,Norte,4.0,74.0,2.0,3.0,4.0,,2.0,1.0,181.0,1.0,0,1.0,362.0,1.0,1.0
38025,15,Norte,2.0,71.0,2.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,5.0
38030,15,Norte,4.0,71.0,2.0,3.0,4.0,,2.0,1.0,180.0,1.0,0,5.0,180.0,1.0,1.0
38095,15,Norte,4.0,65.0,8.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,360.0,1.0,1.0
38110,15,Norte,2.0,73.0,8.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,5.0
38111,15,Norte,4.0,72.0,4.0,3.0,4.0,,2.0,1.0,180.0,1.0,0,1.0,180.0,1.0,1.0
38117,15,Norte,2.0,71.0,2.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,4.0
38123,15,Norte,4.0,98.0,8.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
38135,15,Norte,2.0,21.0,2.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,7.0
38136,15,Norte,4.0,77.0,2.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,360.0,1.0,5.0
38148,15,Norte,2.0,78.0,8.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,4.0
38149,15,Norte,4.0,62.0,8.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,3.0
38152,15,Norte,2.0,41.0,8.0,1.0,4.0,,2.0,1.0,1006.0,2.0,0,,1006.0,1.0,11.0
38157,15,Norte,4.0,76.0,8.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,360.0,1.0,3.0
38168,15,Norte,2.0,73.0,8.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,360.0,1.0,4.0
38211,15,Norte,4.0,71.0,8.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,5.0
38212,15,Norte,2.0,75.0,8.0,3.0,4.0,,2.0,1.0,360.0,2.0,0,,360.0,1.0,1.0
38251,15,Norte,4.0,69.0,2.0,1.0,4.0,,2.0,1.0,650.0,1.0,0,4.0,1450.0,1.0,12.0
38252,15,Norte,2.0,65.0,8.0,1.0,4.0,,2.0,1.0,980.0,1.0,0,4.0,3380.0,1.0,12.0
38270,15,Norte,2.0,71.0,8.0,1.0,4.0,,2.0,1.0,1180.0,2.0,0,,1180.0,1.0,6.0
38271,15,Norte,4.0,50.0,8.0,1.0,4.0,,2.0,1.0,900.0,2.0,0,,900.0,1.0,12.0
38272,15,Norte,4.0,58.0,8.0,1.0,4.0,,2.0,1.0,800.0,2.0,0,,800.0,1.0,6.0
38276,15,Norte,2.0,63.0,8.0,1.0,4.0,,2.0,1.0,502.0,1.0,0,3.0,952.0,1.0,4.0
38328,15,Norte,2.0,47.0,8.0,1.0,4.0,,2.0,1.0,1170.0,1.0,0,2.0,1170.0,1.0,6.0
38332,15,Norte,2.0,66.0,4.0,1.0,2.0,3.0,2.0,1.0,360.0,2.0,0,,560.0,1.0,8.0
38362,15,Norte,2.0,76.0,8.0,1.0,4.0,,2.0,1.0,360.0,2.0,0,,360.0,1.0,4.0
38363,15,Norte,4.0,71.0,2.0,1.0,4.0,,2.0,1.0,360.0,2.0,0,,360.0,1.0,4.0
38367,15,Norte,2.0,23.0,8.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
38369,15,Norte,2.0,67.0,2.0,1.0,4.0,,2.0,1.0,186.0,1.0,0,2.0,326.0,1.0,6.0
38376,15,Norte,2.0,74.0,8.0,1.0,4.0,,2.0,1.0,177.0,2.0,0,,177.0,1.0,3.0
38406,15,Norte,2.0,68.0,8.0,1.0,4.0,,2.0,1.0,1700.0,2.0,0,,1700.0,1.0,12.0
38471,15,Norte,2.0,49.0,8.0,1.0,4.0,,2.0,1.0,216.0,2.0,0,,216.0,1.0,5.0
38503,15,Norte,2.0,83.0,8.0,1.0,4.0,,2.0,1.0,180.0,1.0,0,2.0,180.0,1.0,6.0
38504,15,Norte,4.0,68.0,8.0,1.0,4.0,,2.0,1.0,180.0,1.0,0,2.0,240.0,1.0,6.0
38535,15,Norte,2.0,30.0,8.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,3.0
38543,15,Norte,2.0,51.0,8.0,1.0,4.0,,2.0,1.0,1656.0,1.0,0,5.0,2056.0,1.0,9.0
38561,15,Norte,4.0,24.0,8.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
38592,15,Norte,2.0,67.0,2.0,1.0,4.0,,2.0,1.0,180.0,1.0,0,5.0,780.0,1.0,6.0
38594,15,Norte,4.0,67.0,8.0,1.0,4.0,,2.0,1.0,180.0,1.0,0,2.0,280.0,1.0,6.0
38602,15,Norte,2.0,63.0,4.0,1.0,4.0,,2.0,1.0,180.0,1.0,0,5.0,380.0,1.0,9.0
38628,15,Norte,4.0,58.0,8.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
38662,15,Norte,2.0,75.0,8.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
38663,15,Norte,4.0,83.0,8.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
38682,15,Norte,4.0,71.0,8.0,1.0,4.0,,2.0,1.0,180.0,1.0,0,1.0,330.0,1.0,2.0
38687,15,Norte,2.0,16.0,8.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
38760,15,Norte,4.0,67.0,8.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,2.0
38858,15,Norte,4.0,59.0,8.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
38961,15,Norte,4.0,62.0,4.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,3.0
38981,15,Norte,2.0,79.0,8.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
39001,15,Norte,2.0,74.0,2.0,3.0,4.0,,2.0,1.0,180.0,1.0,0,2.0,480.0,1.0,1.0
39002,15,Norte,4.0,75.0,2.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
39044,15,Norte,4.0,84.0,4.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
39081,15,Norte,2.0,63.0,8.0,3.0,4.0,,2.0,1.0,180.0,1.0,0,5.0,360.0,1.0,1.0
39131,15,Norte,4.0,57.0,8.0,3.0,4.0,,2.0,1.0,180.0,1.0,0,1.0,240.0,1.0,1.0
39147,15,Norte,4.0,76.0,8.0,3.0,4.0,,2.0,1.0,360.0,2.0,0,,360.0,1.0,1.0
39183,15,Norte,2.0,73.0,8.0,1.0,4.0,,2.0,1.0,181.0,2.0,0,,181.0,1.0,17.0
39198,15,Norte,2.0,42.0,8.0,1.0,4.0,,2.0,1.0,181.0,1.0,0,5.0,381.0,1.0,3.0
39229,15,Norte,4.0,77.0,8.0,1.0,4.0,,2.0,1.0,181.0,1.0,0,3.0,331.0,1.0,6.0
39245,15,Norte,4.0,79.0,2.0,3.0,4.0,,2.0,1.0,181.0,2.0,0,,362.0,1.0,1.0
39256,15,Norte,4.0,59.0,8.0,1.0,4.0,,2.0,1.0,1150.0,2.0,0,,1150.0,1.0,12.0
39380,15,Norte,4.0,62.0,8.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,360.0,1.0,1.0
39397,15,Norte,4.0,20.0,8.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
39420,15,Norte,4.0,60.0,8.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,360.0,1.0,3.0
39452,15,Norte,2.0,51.0,8.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,6.0
39458,15,Norte,4.0,66.0,8.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
39527,15,Norte,4.0,48.0,8.0,1.0,4.0,,2.0,1.0,180.0,1.0,0,2.0,240.0,1.0,8.0
39548,15,Norte,4.0,71.0,8.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,3.0
39549,15,Norte,2.0,67.0,2.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,3.0
39559,15,Norte,4.0,58.0,8.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,360.0,1.0,1.0
39562,15,Norte,4.0,16.0,8.0,1.0,2.0,2.0,2.0,1.0,180.0,2.0,0,,180.0,1.0,9.0
39563,15,Norte,4.0,56.0,8.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
39587,15,Norte,4.0,64.0,8.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,360.0,1.0,4.0
39596,15,Norte,2.0,31.0,8.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,4.0
39597,15,Norte,4.0,74.0,8.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,360.0,1.0,4.0
39625,15,Norte,2.0,63.0,2.0,3.0,4.0,,2.0,1.0,180.0,1.0,0,4.0,680.0,1.0,1.0
39626,15,Norte,2.0,34.0,2.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
39627,15,Norte,4.0,61.0,8.0,1.0,4.0,,2.0,1.0,180.0,1.0,0,1.0,180.0,1.0,4.0
39680,15,Norte,2.0,15.0,8.0,1.0,2.0,1.0,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
39685,15,Norte,4.0,43.0,8.0,1.0,4.0,,2.0,1.0,181.0,2.0,0,,181.0,1.0,5.0
39688,15,Norte,4.0,68.0,4.0,1.0,4.0,,2.0,1.0,180.0,1.0,0,1.0,180.0,1.0,5.0
39711,15,Norte,4.0,62.0,2.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,4.0
39716,15,Norte,4.0,61.0,8.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
39768,15,Norte,2.0,77.0,8.0,3.0,4.0,,2.0,1.0,180.0,1.0,0,2.0,180.0,1.0,1.0
39796,15,Norte,2.0,66.0,8.0,3.0,4.0,,2.0,1.0,180.0,1.0,0,5.0,330.0,1.0,1.0
39823,15,Norte,2.0,62.0,2.0,1.0,4.0,,2.0,1.0,180.0,1.0,0,2.0,780.0,1.0,5.0
39824,15,Norte,4.0,59.0,8.0,1.0,4.0,,2.0,1.0,180.0,1.0,0,1.0,180.0,1.0,4.0
39897,16,Norte,2.0,86.0,8.0,1.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,9.0
39922,16,Norte,4.0,62.0,4.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
39956,16,Norte,4.0,77.0,2.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
39960,16,Norte,2.0,75.0,8.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
40031,16,Norte,2.0,68.0,4.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
40076,16,Norte,4.0,39.0,4.0,3.0,4.0,,2.0,1.0,180.0,2.0,0,,180.0,1.0,1.0
40085,16,Norte,4.0,58.0,4.0,1.0,4.0,,2.0,1.0,905.0,2.0,0,,905.0,1.0,12.0
40110,16,Norte,2.0,58.0,8.0,1.0,4.0,,2.0,1.0,720.0,2.0,0,,720.0,1.0,9.0
40125,16,Norte,2.0,67.0,8.0,1.0,4.0,,2.0,1.0,1950.0,2.0,0,,1950.0,1.0,12.0
40131,16,Norte,4.0,66.0,2.0,1.0,4.0,,2.0,1.0,750.0,2.0,0,,750.0,1.0,12.0
40132,16,Norte,2.0,71.0,2.0,1.0,4.0,,2.0,1.0,1800.0,2.0,0,,1800.0,1.0,12.0
40136,16,Norte,4.0,66.0,8.0,1.0,4.0,,2.0,1.0,360.0,2.0,0,,1080.0,1.0,12.0
40141,16,Norte,4.0,55.0,2.0,1.0,4.0,,2.0,1.0,220.0,2.0,0,,220.0,1.0,9.0
40142,16,Norte,2.0,57.0,2.0,1.0,4.0,,2.0,1.0,720.0,2.0,0,,720.0,1.0,5.0
40154,16,Norte,4.0,70.0,8.0,1.0,4.0,,2.0,1.0,360.0,2.0,0,,360.0,1.0,1.0
